Node_A,Node_B,Total_Weight,Source_Breakdown
different,whatever,1,Prajnaparamita-:1
nyat tad,whatever,1,Prajnaparamita-:1
unyat thag,whatever,1,Prajnaparamita-:1
tad whatever,whatever,1,Prajnaparamita-:1
nyat nyat,whatever,1,Prajnaparamita-:1
fferent,whatever,1,Prajnaparamita-:1
ROOT_ACCESS,whatever,1,Prajnaparamita-:1
surely,whatever,1,Prajnaparamita-:1
iha riputra,whatever,1,Prajnaparamita-:1
MATTER_CONCEPT,whatever,1,Prajnaparamita-:1
riputra nyat,whatever,1,Prajnaparamita-:1
nyat nyataiva,whatever,1,Prajnaparamita-:1
different,nyat tad,1,Prajnaparamita-:1
different,unyat thag,1,Prajnaparamita-:1
different,tad whatever,1,Prajnaparamita-:1
different,nyat nyat,1,Prajnaparamita-:1
different,fferent,1,Prajnaparamita-:1
ROOT_ACCESS,different,1,Prajnaparamita-:1
different,surely,1,Prajnaparamita-:1
different,iha riputra,1,Prajnaparamita-:1
MATTER_CONCEPT,different,1,Prajnaparamita-:1
different,riputra nyat,1,Prajnaparamita-:1
different,nyat nyataiva,1,Prajnaparamita-:1
nyat tad,unyat thag,1,Prajnaparamita-:1
nyat tad,tad whatever,1,Prajnaparamita-:1
nyat nyat,nyat tad,1,Prajnaparamita-:1
fferent,nyat tad,1,Prajnaparamita-:1
ROOT_ACCESS,nyat tad,1,Prajnaparamita-:1
nyat tad,surely,1,Prajnaparamita-:1
iha riputra,nyat tad,1,Prajnaparamita-:1
MATTER_CONCEPT,nyat tad,1,Prajnaparamita-:1
nyat tad,riputra nyat,1,Prajnaparamita-:1
nyat nyataiva,nyat tad,1,Prajnaparamita-:1
tad whatever,unyat thag,1,Prajnaparamita-:1
nyat nyat,unyat thag,1,Prajnaparamita-:1
fferent,unyat thag,1,Prajnaparamita-:1
ROOT_ACCESS,unyat thag,1,Prajnaparamita-:1
surely,unyat thag,1,Prajnaparamita-:1
iha riputra,unyat thag,1,Prajnaparamita-:1
MATTER_CONCEPT,unyat thag,1,Prajnaparamita-:1
riputra nyat,unyat thag,1,Prajnaparamita-:1
nyat nyataiva,unyat thag,1,Prajnaparamita-:1
nyat nyat,tad whatever,1,Prajnaparamita-:1
fferent,tad whatever,1,Prajnaparamita-:1
ROOT_ACCESS,tad whatever,1,Prajnaparamita-:1
surely,tad whatever,1,Prajnaparamita-:1
iha riputra,tad whatever,1,Prajnaparamita-:1
MATTER_CONCEPT,tad whatever,1,Prajnaparamita-:1
riputra nyat,tad whatever,1,Prajnaparamita-:1
nyat nyataiva,tad whatever,1,Prajnaparamita-:1
fferent,nyat nyat,1,Prajnaparamita-:1
ROOT_ACCESS,nyat nyat,1,Prajnaparamita-:1
nyat nyat,surely,1,Prajnaparamita-:1
iha riputra,nyat nyat,1,Prajnaparamita-:1
MATTER_CONCEPT,nyat nyat,1,Prajnaparamita-:1
nyat nyat,riputra nyat,1,Prajnaparamita-:1
nyat nyat,nyat nyataiva,1,Prajnaparamita-:1
ROOT_ACCESS,fferent,1,Prajnaparamita-:1
fferent,surely,1,Prajnaparamita-:1
fferent,iha riputra,1,Prajnaparamita-:1
MATTER_CONCEPT,fferent,1,Prajnaparamita-:1
fferent,riputra nyat,1,Prajnaparamita-:1
fferent,nyat nyataiva,1,Prajnaparamita-:1
ROOT_ACCESS,surely,1,Prajnaparamita-:1
ROOT_ACCESS,iha riputra,2,Prajnaparamita-:2
ROOT_ACCESS,riputra nyat,2,Prajnaparamita-:2
ROOT_ACCESS,nyat nyataiva,1,Prajnaparamita-:1
iha riputra,surely,1,Prajnaparamita-:1
MATTER_CONCEPT,surely,1,Prajnaparamita-:1
riputra nyat,surely,1,Prajnaparamita-:1
nyat nyataiva,surely,1,Prajnaparamita-:1
MATTER_CONCEPT,iha riputra,1,Prajnaparamita-:1
iha riputra,riputra nyat,1,Prajnaparamita-:1
iha riputra,nyat nyataiva,1,Prajnaparamita-:1
MATTER_CONCEPT,riputra nyat,2,Prajnaparamita-:2
MATTER_CONCEPT,nyat nyataiva,1,Prajnaparamita-:1
nyat nyataiva,riputra nyat,1,Prajnaparamita-:1
-sa -sa,eva vedan,1,Prajnaparamita-:1
eva vedan,vedan -sa,1,Prajnaparamita-:1
-sa -vij,eva vedan,1,Prajnaparamita-:1
eva vedan,evam eva,1,Prajnaparamita-:1
-sa -sa,vedan -sa,1,Prajnaparamita-:1
-sa -sa,-sa -vij,1,Prajnaparamita-:1
-sa -sa,evam eva,1,Prajnaparamita-:1
-sa -vij,vedan -sa,1,Prajnaparamita-:1
evam eva,vedan -sa,1,Prajnaparamita-:1
-sa -vij,evam eva,1,Prajnaparamita-:1
feelings perceptions,volitional processes,1,Prajnaparamita-:1
feelings perceptions,perceptions volitional,1,Prajnaparamita-:1
feelings perceptions,processes consciousness,1,Prajnaparamita-:1
perceptions volitional,volitional processes,1,Prajnaparamita-:1
processes consciousness,volitional processes,1,Prajnaparamita-:1
perceptions volitional,processes consciousness,1,Prajnaparamita-:1
-lak riputra,nyat -lak,1,Prajnaparamita-:1
avimal aparip,nyat -lak,1,Prajnaparamita-:1
nyat -lak,riputra characteristic,1,Prajnaparamita-:1
nyat -lak,sarva -dharm,1,Prajnaparamita-:1
-dharm nyat,nyat -lak,1,Prajnaparamita-:1
anutpann aniruddh,nyat -lak,1,Prajnaparamita-:1
ROOT_ACCESS,nyat -lak,1,Prajnaparamita-:1
amal avimal,nyat -lak,1,Prajnaparamita-:1
iha riputra,nyat -lak,1,Prajnaparamita-:1
aniruddh amal,nyat -lak,1,Prajnaparamita-:1
nyat -lak,riputra sarva,1,Prajnaparamita-:1
-lak riputra,avimal aparip,1,Prajnaparamita-:1
-lak riputra,riputra characteristic,1,Prajnaparamita-:1
-lak riputra,sarva -dharm,1,Prajnaparamita-:1
-dharm nyat,-lak riputra,1,Prajnaparamita-:1
-lak riputra,anutpann aniruddh,1,Prajnaparamita-:1
-lak riputra,ROOT_ACCESS,1,Prajnaparamita-:1
-lak riputra,amal avimal,1,Prajnaparamita-:1
-lak riputra,iha riputra,1,Prajnaparamita-:1
-lak riputra,aniruddh amal,1,Prajnaparamita-:1
-lak riputra,riputra sarva,1,Prajnaparamita-:1
avimal aparip,riputra characteristic,1,Prajnaparamita-:1
avimal aparip,sarva -dharm,1,Prajnaparamita-:1
-dharm nyat,avimal aparip,1,Prajnaparamita-:1
anutpann aniruddh,avimal aparip,1,Prajnaparamita-:1
ROOT_ACCESS,avimal aparip,1,Prajnaparamita-:1
amal avimal,avimal aparip,1,Prajnaparamita-:1
avimal aparip,iha riputra,1,Prajnaparamita-:1
aniruddh amal,avimal aparip,1,Prajnaparamita-:1
avimal aparip,riputra sarva,1,Prajnaparamita-:1
riputra characteristic,sarva -dharm,1,Prajnaparamita-:1
-dharm nyat,riputra characteristic,1,Prajnaparamita-:1
anutpann aniruddh,riputra characteristic,1,Prajnaparamita-:1
ROOT_ACCESS,riputra characteristic,1,Prajnaparamita-:1
amal avimal,riputra characteristic,1,Prajnaparamita-:1
iha riputra,riputra characteristic,1,Prajnaparamita-:1
aniruddh amal,riputra characteristic,1,Prajnaparamita-:1
riputra characteristic,riputra sarva,1,Prajnaparamita-:1
-dharm nyat,sarva -dharm,1,Prajnaparamita-:1
anutpann aniruddh,sarva -dharm,1,Prajnaparamita-:1
ROOT_ACCESS,sarva -dharm,1,Prajnaparamita-:1
amal avimal,sarva -dharm,1,Prajnaparamita-:1
iha riputra,sarva -dharm,1,Prajnaparamita-:1
aniruddh amal,sarva -dharm,1,Prajnaparamita-:1
riputra sarva,sarva -dharm,1,Prajnaparamita-:1
-dharm nyat,anutpann aniruddh,1,Prajnaparamita-:1
-dharm nyat,ROOT_ACCESS,1,Prajnaparamita-:1
-dharm nyat,amal avimal,1,Prajnaparamita-:1
-dharm nyat,iha riputra,1,Prajnaparamita-:1
-dharm nyat,aniruddh amal,1,Prajnaparamita-:1
-dharm nyat,riputra sarva,1,Prajnaparamita-:1
ROOT_ACCESS,anutpann aniruddh,1,Prajnaparamita-:1
amal avimal,anutpann aniruddh,1,Prajnaparamita-:1
anutpann aniruddh,iha riputra,1,Prajnaparamita-:1
aniruddh amal,anutpann aniruddh,1,Prajnaparamita-:1
anutpann aniruddh,riputra sarva,1,Prajnaparamita-:1
ROOT_ACCESS,amal avimal,1,Prajnaparamita-:1
ROOT_ACCESS,aniruddh amal,1,Prajnaparamita-:1
ROOT_ACCESS,riputra sarva,1,Prajnaparamita-:1
amal avimal,iha riputra,1,Prajnaparamita-:1
amal avimal,aniruddh amal,1,Prajnaparamita-:1
amal avimal,riputra sarva,1,Prajnaparamita-:1
aniruddh amal,iha riputra,1,Prajnaparamita-:1
iha riputra,riputra sarva,1,Prajnaparamita-:1
aniruddh amal,riputra sarva,1,Prajnaparamita-:1
deficiency completeness,purity impurity,1,Prajnaparamita-:1
impurity deficiency,purity impurity,1,Prajnaparamita-:1
ceasing purity,purity impurity,1,Prajnaparamita-:1
arising ceasing,purity impurity,1,Prajnaparamita-:1
deficiency completeness,impurity deficiency,1,Prajnaparamita-:1
ceasing purity,deficiency completeness,1,Prajnaparamita-:1
arising ceasing,deficiency completeness,1,Prajnaparamita-:1
ceasing purity,impurity deficiency,1,Prajnaparamita-:1
arising ceasing,impurity deficiency,1,Prajnaparamita-:1
arising ceasing,ceasing purity,1,Prajnaparamita-:1
jayarava various,sutra helped,1,Prajnaparamita-:1
sutra helped,text following,1,Prajnaparamita-:1
blogspot com,sutra helped,1,Prajnaparamita-:1
small adjustments,sutra helped,1,Prajnaparamita-:1
adjustments text,sutra helped,1,Prajnaparamita-:1
notes jayarava,sutra helped,1,Prajnaparamita-:1
jayarava blogspot,sutra helped,1,Prajnaparamita-:1
articles text,sutra helped,1,Prajnaparamita-:1
sutra helped,two small,1,Prajnaparamita-:1
helped understand,sutra helped,1,Prajnaparamita-:1
com search,sutra helped,1,Prajnaparamita-:1
made two,sutra helped,1,Prajnaparamita-:1
sutra helped,text better,1,Prajnaparamita-:1
sutra helped,various articles,1,Prajnaparamita-:1
following notes,sutra helped,1,Prajnaparamita-:1
search heart,sutra helped,1,Prajnaparamita-:1
sections text,sutra helped,1,Prajnaparamita-:1
sutra helped,understand sections,1,Prajnaparamita-:1
http jayarava,sutra helped,1,Prajnaparamita-:1
sutra helped,text http,1,Prajnaparamita-:1
heart sutra,sutra helped,1,Prajnaparamita-:1
jayarava various,text following,1,Prajnaparamita-:1
blogspot com,jayarava various,1,Prajnaparamita-:1
jayarava various,small adjustments,1,Prajnaparamita-:1
adjustments text,jayarava various,1,Prajnaparamita-:1
jayarava various,notes jayarava,1,Prajnaparamita-:1
jayarava blogspot,jayarava various,1,Prajnaparamita-:1
articles text,jayarava various,1,Prajnaparamita-:1
jayarava various,two small,1,Prajnaparamita-:1
helped understand,jayarava various,1,Prajnaparamita-:1
com search,jayarava various,1,Prajnaparamita-:1
jayarava various,made two,1,Prajnaparamita-:1
jayarava various,text better,1,Prajnaparamita-:1
jayarava various,various articles,1,Prajnaparamita-:1
following notes,jayarava various,1,Prajnaparamita-:1
jayarava various,search heart,1,Prajnaparamita-:1
jayarava various,sections text,1,Prajnaparamita-:1
jayarava various,understand sections,1,Prajnaparamita-:1
http jayarava,jayarava various,1,Prajnaparamita-:1
jayarava various,text http,1,Prajnaparamita-:1
heart sutra,jayarava various,1,Prajnaparamita-:1
blogspot com,text following,1,Prajnaparamita-:1
small adjustments,text following,1,Prajnaparamita-:1
adjustments text,text following,1,Prajnaparamita-:1
notes jayarava,text following,1,Prajnaparamita-:1
jayarava blogspot,text following,1,Prajnaparamita-:1
articles text,text following,1,Prajnaparamita-:1
text following,two small,1,Prajnaparamita-:1
helped understand,text following,1,Prajnaparamita-:1
com search,text following,1,Prajnaparamita-:1
made two,text following,1,Prajnaparamita-:1
text better,text following,1,Prajnaparamita-:1
text following,various articles,1,Prajnaparamita-:1
following notes,text following,1,Prajnaparamita-:1
search heart,text following,1,Prajnaparamita-:1
sections text,text following,1,Prajnaparamita-:1
text following,understand sections,1,Prajnaparamita-:1
http jayarava,text following,1,Prajnaparamita-:1
text following,text http,1,Prajnaparamita-:1
heart sutra,text following,1,Prajnaparamita-:1
blogspot com,small adjustments,1,Prajnaparamita-:1
adjustments text,blogspot com,1,Prajnaparamita-:1
blogspot com,notes jayarava,1,Prajnaparamita-:1
blogspot com,jayarava blogspot,1,Prajnaparamita-:1
articles text,blogspot com,1,Prajnaparamita-:1
blogspot com,two small,1,Prajnaparamita-:1
blogspot com,helped understand,1,Prajnaparamita-:1
blogspot com,com search,1,Prajnaparamita-:1
blogspot com,made two,1,Prajnaparamita-:1
blogspot com,text better,1,Prajnaparamita-:1
blogspot com,various articles,1,Prajnaparamita-:1
blogspot com,following notes,1,Prajnaparamita-:1
blogspot com,search heart,1,Prajnaparamita-:1
blogspot com,sections text,1,Prajnaparamita-:1
blogspot com,understand sections,1,Prajnaparamita-:1
blogspot com,http jayarava,1,Prajnaparamita-:1
blogspot com,text http,1,Prajnaparamita-:1
blogspot com,heart sutra,1,Prajnaparamita-:1
adjustments text,small adjustments,1,Prajnaparamita-:1
notes jayarava,small adjustments,1,Prajnaparamita-:1
jayarava blogspot,small adjustments,1,Prajnaparamita-:1
articles text,small adjustments,1,Prajnaparamita-:1
small adjustments,two small,1,Prajnaparamita-:1
helped understand,small adjustments,1,Prajnaparamita-:1
com search,small adjustments,1,Prajnaparamita-:1
made two,small adjustments,1,Prajnaparamita-:1
small adjustments,text better,1,Prajnaparamita-:1
small adjustments,various articles,1,Prajnaparamita-:1
following notes,small adjustments,1,Prajnaparamita-:1
search heart,small adjustments,1,Prajnaparamita-:1
sections text,small adjustments,1,Prajnaparamita-:1
small adjustments,understand sections,1,Prajnaparamita-:1
http jayarava,small adjustments,1,Prajnaparamita-:1
small adjustments,text http,1,Prajnaparamita-:1
heart sutra,small adjustments,1,Prajnaparamita-:1
adjustments text,notes jayarava,1,Prajnaparamita-:1
adjustments text,jayarava blogspot,1,Prajnaparamita-:1
adjustments text,articles text,1,Prajnaparamita-:1
adjustments text,two small,1,Prajnaparamita-:1
adjustments text,helped understand,1,Prajnaparamita-:1
adjustments text,com search,1,Prajnaparamita-:1
adjustments text,made two,1,Prajnaparamita-:1
adjustments text,text better,1,Prajnaparamita-:1
adjustments text,various articles,1,Prajnaparamita-:1
adjustments text,following notes,1,Prajnaparamita-:1
adjustments text,search heart,1,Prajnaparamita-:1
adjustments text,sections text,1,Prajnaparamita-:1
adjustments text,understand sections,1,Prajnaparamita-:1
adjustments text,http jayarava,1,Prajnaparamita-:1
adjustments text,text http,1,Prajnaparamita-:1
adjustments text,heart sutra,1,Prajnaparamita-:1
jayarava blogspot,notes jayarava,1,Prajnaparamita-:1
articles text,notes jayarava,1,Prajnaparamita-:1
notes jayarava,two small,1,Prajnaparamita-:1
helped understand,notes jayarava,1,Prajnaparamita-:1
com search,notes jayarava,1,Prajnaparamita-:1
made two,notes jayarava,1,Prajnaparamita-:1
notes jayarava,text better,1,Prajnaparamita-:1
notes jayarava,various articles,1,Prajnaparamita-:1
following notes,notes jayarava,1,Prajnaparamita-:1
notes jayarava,search heart,1,Prajnaparamita-:1
notes jayarava,sections text,1,Prajnaparamita-:1
notes jayarava,understand sections,1,Prajnaparamita-:1
http jayarava,notes jayarava,1,Prajnaparamita-:1
notes jayarava,text http,1,Prajnaparamita-:1
heart sutra,notes jayarava,1,Prajnaparamita-:1
articles text,jayarava blogspot,1,Prajnaparamita-:1
jayarava blogspot,two small,1,Prajnaparamita-:1
helped understand,jayarava blogspot,1,Prajnaparamita-:1
com search,jayarava blogspot,1,Prajnaparamita-:1
jayarava blogspot,made two,1,Prajnaparamita-:1
jayarava blogspot,text better,1,Prajnaparamita-:1
jayarava blogspot,various articles,1,Prajnaparamita-:1
following notes,jayarava blogspot,1,Prajnaparamita-:1
jayarava blogspot,search heart,1,Prajnaparamita-:1
jayarava blogspot,sections text,1,Prajnaparamita-:1
jayarava blogspot,understand sections,1,Prajnaparamita-:1
http jayarava,jayarava blogspot,1,Prajnaparamita-:1
jayarava blogspot,text http,1,Prajnaparamita-:1
heart sutra,jayarava blogspot,1,Prajnaparamita-:1
articles text,two small,1,Prajnaparamita-:1
articles text,helped understand,1,Prajnaparamita-:1
articles text,com search,1,Prajnaparamita-:1
articles text,made two,1,Prajnaparamita-:1
articles text,text better,1,Prajnaparamita-:1
articles text,various articles,1,Prajnaparamita-:1
articles text,following notes,1,Prajnaparamita-:1
articles text,search heart,1,Prajnaparamita-:1
articles text,sections text,1,Prajnaparamita-:1
articles text,understand sections,1,Prajnaparamita-:1
articles text,http jayarava,1,Prajnaparamita-:1
articles text,text http,1,Prajnaparamita-:1
articles text,heart sutra,1,Prajnaparamita-:1
helped understand,two small,1,Prajnaparamita-:1
com search,two small,1,Prajnaparamita-:1
made two,two small,1,Prajnaparamita-:1
text better,two small,1,Prajnaparamita-:1
two small,various articles,1,Prajnaparamita-:1
following notes,two small,1,Prajnaparamita-:1
search heart,two small,1,Prajnaparamita-:1
sections text,two small,1,Prajnaparamita-:1
two small,understand sections,1,Prajnaparamita-:1
http jayarava,two small,1,Prajnaparamita-:1
text http,two small,1,Prajnaparamita-:1
heart sutra,two small,1,Prajnaparamita-:1
com search,helped understand,1,Prajnaparamita-:1
helped understand,made two,1,Prajnaparamita-:1
helped understand,text better,1,Prajnaparamita-:1
helped understand,various articles,1,Prajnaparamita-:1
following notes,helped understand,1,Prajnaparamita-:1
helped understand,search heart,1,Prajnaparamita-:1
helped understand,sections text,1,Prajnaparamita-:1
helped understand,understand sections,1,Prajnaparamita-:1
helped understand,http jayarava,1,Prajnaparamita-:1
helped understand,text http,1,Prajnaparamita-:1
heart sutra,helped understand,1,Prajnaparamita-:1
com search,made two,1,Prajnaparamita-:1
com search,text better,1,Prajnaparamita-:1
com search,various articles,1,Prajnaparamita-:1
com search,following notes,1,Prajnaparamita-:1
com search,search heart,1,Prajnaparamita-:1
com search,sections text,1,Prajnaparamita-:1
com search,understand sections,1,Prajnaparamita-:1
com search,http jayarava,1,Prajnaparamita-:1
com search,text http,1,Prajnaparamita-:1
com search,heart sutra,1,Prajnaparamita-:1
made two,text better,1,Prajnaparamita-:1
made two,various articles,1,Prajnaparamita-:1
following notes,made two,1,Prajnaparamita-:1
made two,search heart,1,Prajnaparamita-:1
made two,sections text,1,Prajnaparamita-:1
made two,understand sections,1,Prajnaparamita-:1
http jayarava,made two,1,Prajnaparamita-:1
made two,text http,1,Prajnaparamita-:1
heart sutra,made two,1,Prajnaparamita-:1
text better,various articles,1,Prajnaparamita-:1
following notes,text better,1,Prajnaparamita-:1
search heart,text better,1,Prajnaparamita-:1
sections text,text better,1,Prajnaparamita-:1
text better,understand sections,1,Prajnaparamita-:1
http jayarava,text better,1,Prajnaparamita-:1
text better,text http,1,Prajnaparamita-:1
heart sutra,text better,1,Prajnaparamita-:1
following notes,various articles,1,Prajnaparamita-:1
search heart,various articles,1,Prajnaparamita-:1
sections text,various articles,1,Prajnaparamita-:1
understand sections,various articles,1,Prajnaparamita-:1
http jayarava,various articles,1,Prajnaparamita-:1
text http,various articles,1,Prajnaparamita-:1
heart sutra,various articles,1,Prajnaparamita-:1
following notes,search heart,1,Prajnaparamita-:1
following notes,sections text,1,Prajnaparamita-:1
following notes,understand sections,1,Prajnaparamita-:1
following notes,http jayarava,1,Prajnaparamita-:1
following notes,text http,1,Prajnaparamita-:1
following notes,heart sutra,1,Prajnaparamita-:1
search heart,sections text,1,Prajnaparamita-:1
search heart,understand sections,1,Prajnaparamita-:1
http jayarava,search heart,1,Prajnaparamita-:1
search heart,text http,1,Prajnaparamita-:1
heart sutra,search heart,1,Prajnaparamita-:1
sections text,understand sections,1,Prajnaparamita-:1
http jayarava,sections text,1,Prajnaparamita-:1
sections text,text http,1,Prajnaparamita-:1
heart sutra,sections text,1,Prajnaparamita-:1
http jayarava,understand sections,1,Prajnaparamita-:1
text http,understand sections,1,Prajnaparamita-:1
heart sutra,understand sections,1,Prajnaparamita-:1
http jayarava,text http,1,Prajnaparamita-:1
heart sutra,http jayarava,1,Prajnaparamita-:1
heart sutra,text http,1,Prajnaparamita-:1
-consciousness element,-dharm forms,1,Prajnaparamita-:1
-consciousness element,avya -dharm,1,Prajnaparamita-:1
-consciousness element,vij nam,1,Prajnaparamita-:1
-consciousness element,riputra nyat,1,Prajnaparamita-:1
-consciousness element,-man eye,1,Prajnaparamita-:1
-consciousness element,arising cessation,1,Prajnaparamita-:1
-consciousness element,processes nsciousness,1,Prajnaparamita-:1
-consciousness element,vedan vij,1,Prajnaparamita-:1
-consciousness element,cak rotra,1,Prajnaparamita-:1
-consciousness element,MIND_CONCEPT,1,Prajnaparamita-:1
-consciousness element,jar -mara,1,Prajnaparamita-:1
-consciousness element,nsciousness cak,1,Prajnaparamita-:1
-consciousness element,van jar,1,Prajnaparamita-:1
-consciousness element,smells tastes,1,Prajnaparamita-:1
-consciousness element,nyat riputra,1,Prajnaparamita-:1
-consciousness element,-mara ayo,1,Prajnaparamita-:1
-consciousness element,tastes touches,1,Prajnaparamita-:1
-consciousness element,apr pti,1,Prajnaparamita-:1
-consciousness element,-dh eye,1,Prajnaparamita-:1
-consciousness element,-gandha -rasa,1,Prajnaparamita-:1
-consciousness element,-jihv -man,1,Prajnaparamita-:1
-consciousness element,ROOT_ACCESS,1,Prajnaparamita-:1
-consciousness element,eye -element,1,Prajnaparamita-:1
-consciousness element,IGNORANCE_PRIOR,1,Prajnaparamita-:1
-consciousness element,-spra avya,1,Prajnaparamita-:1
-consciousness element,avidy ayo,1,Prajnaparamita-:1
-consciousness element,rotra -ghr,1,Prajnaparamita-:1
-consciousness element,ear nose,1,Prajnaparamita-:1
-consciousness element,touches thoughts,1,Prajnaparamita-:1
-consciousness element,forms sounds,1,Prajnaparamita-:1
-consciousness element,nose tongue,1,Prajnaparamita-:1
-consciousness element,-ghr -jihv,1,Prajnaparamita-:1
-consciousness element,van manovij,1,Prajnaparamita-:1
-consciousness element,manovij -dh,1,Prajnaparamita-:1
-consciousness element,-dh tur,1,Prajnaparamita-:1
-consciousness element,avidy avidy,1,Prajnaparamita-:1
-consciousness element,-mara jar,1,Prajnaparamita-:1
